country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AE,United Arab Emirates,Fujairah,,2020-04-09,-48,-28,-48,,-34,22
AE,United Arab Emirates,Fujairah,,2020-04-10,-57,-40,-69,,-31,19
AE,United Arab Emirates,Fujairah,,2020-04-11,-43,-26,-45,,-22,16
AE,United Arab Emirates,Fujairah,,2020-04-12,-41,-22,-36,,-31,18
AE,United Arab Emirates,Fujairah,,2020-04-13,-42,-20,-40,,-30,18
AE,United Arab Emirates,Fujairah,,2020-04-14,-42,-20,-41,,-31,18
AE,United Arab Emirates,Fujairah,,2020-04-15,-41,-23,-35,,-31,18
AE,United Arab Emirates,Fujairah,,2020-04-16,-46,-22,-43,,-30,21
AE,United Arab Emirates,Fujairah,,2020-04-17,-54,-36,-64,,-26,18
AE,United Arab Emirates,Fujairah,,2020-04-18,-44,-30,-46,-35,-19,15
AE,United Arab Emirates,Fujairah,,2020-04-19,-41,-25,-34,-37,-30,17
AE,United Arab Emirates,Fujairah,,2020-04-20,-42,-24,-39,-40,-31,17
AE,United Arab Emirates,Fujairah,,2020-04-21,-42,-23,-39,-34,-31,17
AE,United Arab Emirates,Fujairah,,2020-04-22,-39,-20,-37,-37,-31,17
AE,United Arab Emirates,Fujairah,,2020-04-23,-42,-20,-48,-36,-30,20
AE,United Arab Emirates,Fujairah,,2020-04-24,-57,-39,-72,,-30,20
AE,United Arab Emirates,Fujairah,,2020-04-25,-48,-29,-51,-41,-22,19
AE,United Arab Emirates,Fujairah,,2020-04-26,-45,-27,-40,-44,-31,21
AE,United Arab Emirates,Ras al Khaimah,,2020-02-15,2,2,15,-6,2,0
AE,United Arab Emirates,Ras al Khaimah,,2020-02-16,0,2,0,-2,1,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-17,-3,-2,-1,2,2,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-18,-3,-2,5,-2,2,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-19,0,-3,0,-8,2,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-20,-2,-3,3,-7,1,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-21,-2,-1,18,-4,1,2
AE,United Arab Emirates,Ras al Khaimah,,2020-02-22,-1,0,11,-8,2,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-23,-2,-2,3,-10,3,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-24,-3,-4,-2,0,3,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-25,-4,-1,4,-8,2,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-26,-1,0,-1,-8,2,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-27,2,1,8,-7,1,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-28,2,4,26,-8,1,1
AE,United Arab Emirates,Ras al Khaimah,,2020-02-29,3,9,8,-8,3,0
AE,United Arab Emirates,Ras al Khaimah,,2020-03-01,5,6,-1,2,4,0
AE,United Arab Emirates,Ras al Khaimah,,2020-03-02,2,3,1,-4,3,1
AE,United Arab Emirates,Ras al Khaimah,,2020-03-03,1,3,2,-2,3,1
AE,United Arab Emirates,Ras al Khaimah,,2020-03-04,2,5,-1,2,2,2
AE,United Arab Emirates,Ras al Khaimah,,2020-03-05,1,5,-1,3,3,3
AE,United Arab Emirates,Ras al Khaimah,,2020-03-06,-3,5,10,2,2,3
AE,United Arab Emirates,Ras al Khaimah,,2020-03-07,2,4,7,-4,4,1
AE,United Arab Emirates,Ras al Khaimah,,2020-03-08,4,5,6,-7,-4,3
AE,United Arab Emirates,Ras al Khaimah,,2020-03-09,2,3,8,0,-5,3
AE,United Arab Emirates,Ras al Khaimah,,2020-03-10,2,3,8,-2,-6,4
AE,United Arab Emirates,Ras al Khaimah,,2020-03-11,3,6,5,-2,-6,4
AE,United Arab Emirates,Ras al Khaimah,,2020-03-12,-2,3,7,-7,-6,5
AE,United Arab Emirates,Ras al Khaimah,,2020-03-13,-7,4,13,-4,0,5
AE,United Arab Emirates,Ras al Khaimah,,2020-03-14,-4,7,12,-10,2,3
AE,United Arab Emirates,Ras al Khaimah,,2020-03-15,0,6,9,-13,-6,4
AE,United Arab Emirates,Ras al Khaimah,,2020-03-16,-6,3,6,-4,-7,5
AE,United Arab Emirates,Ras al Khaimah,,2020-03-17,-11,0,10,-12,-8,6
AE,United Arab Emirates,Ras al Khaimah,,2020-03-18,-11,-2,0,-14,-8,7
AE,United Arab Emirates,Ras al Khaimah,,2020-03-19,-17,-6,-5,-22,-10,9
AE,United Arab Emirates,Ras al Khaimah,,2020-03-20,-27,-10,-20,-32,-7,10
AE,United Arab Emirates,Ras al Khaimah,,2020-03-21,-19,-7,-13,-32,-4,8
AE,United Arab Emirates,Ras al Khaimah,,2020-03-22,-30,-22,-15,-45,-15,10
AE,United Arab Emirates,Ras al Khaimah,,2020-03-23,-17,7,-17,-28,-17,10
AE,United Arab Emirates,Ras al Khaimah,,2020-03-24,-27,-6,-21,-38,-20,12
AE,United Arab Emirates,Ras al Khaimah,,2020-03-25,-35,-14,-24,-50,-23,15
AE,United Arab Emirates,Ras al Khaimah,,2020-03-26,-44,-20,-34,-55,-28,19
AE,United Arab Emirates,Ras al Khaimah,,2020-03-27,-73,-56,-67,-86,-40,22
AE,United Arab Emirates,Ras al Khaimah,,2020-03-28,-60,-40,-44,-64,-42,21
AE,United Arab Emirates,Ras al Khaimah,,2020-03-29,-45,-26,-28,-67,-31,18
AE,United Arab Emirates,Ras al Khaimah,,2020-03-30,-46,-26,-29,-66,-33,17
AE,United Arab Emirates,Ras al Khaimah,,2020-03-31,-44,-23,-25,-62,-32,17
AE,United Arab Emirates,Ras al Khaimah,,2020-04-01,-42,-21,-31,-56,-33,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-02,-46,-24,-34,-71,-33,21
AE,United Arab Emirates,Ras al Khaimah,,2020-04-03,-56,-34,-58,-76,-32,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-04,-43,-22,-32,-62,-23,15
AE,United Arab Emirates,Ras al Khaimah,,2020-04-05,-38,-18,-23,-67,-33,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-06,-42,-19,-22,-57,-35,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-07,-45,-19,-40,-62,-34,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-08,-44,-18,-46,-60,-34,19
AE,United Arab Emirates,Ras al Khaimah,,2020-04-09,-48,-24,-46,-60,-36,22
AE,United Arab Emirates,Ras al Khaimah,,2020-04-10,-59,-33,-67,-74,-33,19
AE,United Arab Emirates,Ras al Khaimah,,2020-04-11,-45,-20,-47,-60,-26,16
AE,United Arab Emirates,Ras al Khaimah,,2020-04-12,-41,-17,-41,-60,-35,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-13,-43,-20,-37,-47,-34,19
AE,United Arab Emirates,Ras al Khaimah,,2020-04-14,-44,-20,-34,-56,-34,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-15,-44,-22,-42,-50,-34,19
AE,United Arab Emirates,Ras al Khaimah,,2020-04-16,-47,-24,-49,-59,-34,22
AE,United Arab Emirates,Ras al Khaimah,,2020-04-17,-57,-31,-68,-74,-30,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-18,-46,-25,-52,-58,-24,16
AE,United Arab Emirates,Ras al Khaimah,,2020-04-19,-42,-22,-43,-58,-32,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-20,-44,-24,-41,-52,-33,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-21,-43,-22,-42,-58,-33,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-22,-41,-20,-43,-56,-34,18
AE,United Arab Emirates,Ras al Khaimah,,2020-04-23,-43,-21,-48,-58,-34,21
AE,United Arab Emirates,Ras al Khaimah,,2020-04-24,-60,-34,-70,-74,-33,21
AE,United Arab Emirates,Ras al Khaimah,,2020-04-25,-49,-28,-54,-60,-26,19
AE,United Arab Emirates,Ras al Khaimah,,2020-04-26,-45,-24,-47,-65,-34,21
AE,United Arab Emirates,Sharjah,,2020-02-15,2,6,11,0,3,0
AE,United Arab Emirates,Sharjah,,2020-02-16,3,6,5,0,3,1
AE,United Arab Emirates,Sharjah,,2020-02-17,-1,2,2,-2,3,1
AE,United Arab Emirates,Sharjah,,2020-02-18,-1,2,5,-2,3,1
AE,United Arab Emirates,Sharjah,,2020-02-19,-1,1,3,-3,3,1
AE,United Arab Emirates,Sharjah,,2020-02-20,-1,2,4,1,2,1
AE,United Arab Emirates,Sharjah,,2020-02-21,0,0,4,0,-1,1
AE,United Arab Emirates,Sharjah,,2020-02-22,0,1,5,-6,3,1
AE,United Arab Emirates,Sharjah,,2020-02-23,3,3,4,-2,4,1
AE,United Arab Emirates,Sharjah,,2020-02-24,0,0,6,-2,4,1
AE,United Arab Emirates,Sharjah,,2020-02-25,-1,1,4,-4,3,1
AE,United Arab Emirates,Sharjah,,2020-02-26,0,-1,-2,-2,3,1
AE,United Arab Emirates,Sharjah,,2020-02-27,3,4,2,2,2,1
AE,United Arab Emirates,Sharjah,,2020-02-28,3,1,1,-2,0,1
AE,United Arab Emirates,Sharjah,,2020-02-29,4,3,4,-1,5,0
AE,United Arab Emirates,Sharjah,,2020-03-01,8,7,6,1,4,1
AE,United Arab Emirates,Sharjah,,2020-03-02,3,4,5,-3,5,1
AE,United Arab Emirates,Sharjah,,2020-03-03,3,5,3,-3,4,1
AE,United Arab Emirates,Sharjah,,2020-03-04,2,4,1,-5,4,1
AE,United Arab Emirates,Sharjah,,2020-03-05,1,4,0,0,4,2
AE,United Arab Emirates,Sharjah,,2020-03-06,-1,3,-5,0,-1,3
AE,United Arab Emirates,Sharjah,,2020-03-07,2,3,6,-2,4,2
AE,United Arab Emirates,Sharjah,,2020-03-08,6,6,11,-5,-1,3
AE,United Arab Emirates,Sharjah,,2020-03-09,1,2,7,-7,-2,3
AE,United Arab Emirates,Sharjah,,2020-03-10,0,3,9,-6,-2,4
AE,United Arab Emirates,Sharjah,,2020-03-11,0,3,4,-9,-2,4
AE,United Arab Emirates,Sharjah,,2020-03-12,-1,4,-4,-7,-3,5
AE,United Arab Emirates,Sharjah,,2020-03-13,-6,-1,-10,-11,-2,5
AE,United Arab Emirates,Sharjah,,2020-03-14,-4,1,-8,-13,2,4
AE,United Arab Emirates,Sharjah,,2020-03-15,2,8,-6,-8,-3,5
AE,United Arab Emirates,Sharjah,,2020-03-16,-4,5,-10,-7,-5,6
AE,United Arab Emirates,Sharjah,,2020-03-17,-8,4,-16,-16,-7,7
AE,United Arab Emirates,Sharjah,,2020-03-18,-10,-1,-17,-23,-8,8
AE,United Arab Emirates,Sharjah,,2020-03-19,-14,-3,-27,-33,-9,10
AE,United Arab Emirates,Sharjah,,2020-03-20,-27,-15,-46,-42,-11,11
AE,United Arab Emirates,Sharjah,,2020-03-21,-24,-15,-32,-43,-6,9
AE,United Arab Emirates,Sharjah,,2020-03-22,-23,-14,-33,-53,-14,12
AE,United Arab Emirates,Sharjah,,2020-03-23,-18,15,-33,-51,-17,12
AE,United Arab Emirates,Sharjah,,2020-03-24,-31,-6,-40,-57,-24,16
AE,United Arab Emirates,Sharjah,,2020-03-25,-40,-18,-46,-62,-30,19
AE,United Arab Emirates,Sharjah,,2020-03-26,-45,-14,-53,-67,-36,23
AE,United Arab Emirates,Sharjah,,2020-03-27,-77,-63,-82,-85,-48,23
AE,United Arab Emirates,Sharjah,,2020-03-28,-69,-51,-69,-82,-58,27
AE,United Arab Emirates,Sharjah,,2020-03-29,-45,-25,-51,-66,-40,23
AE,United Arab Emirates,Sharjah,,2020-03-30,-46,-27,-51,-65,-41,23
AE,United Arab Emirates,Sharjah,,2020-03-31,-45,-25,-52,-66,-41,22
AE,United Arab Emirates,Sharjah,,2020-04-01,-43,-25,-50,-68,-41,23
AE,United Arab Emirates,Sharjah,,2020-04-02,-46,-25,-54,-70,-41,25
AE,United Arab Emirates,Sharjah,,2020-04-03,-61,-41,-73,-78,-37,19
AE,United Arab Emirates,Sharjah,,2020-04-04,-47,-26,-55,-71,-31,18
AE,United Arab Emirates,Sharjah,,2020-04-05,-45,-19,-51,-71,-51,27
AE,United Arab Emirates,Sharjah,,2020-04-06,-48,-25,-54,-73,-50,27
AE,United Arab Emirates,Sharjah,,2020-04-07,-47,-22,-82,-71,-49,27
AE,United Arab Emirates,Sharjah,,2020-04-08,-47,-23,-83,-71,-49,26
AE,United Arab Emirates,Sharjah,,2020-04-09,-48,-24,-84,-71,-49,29
AE,United Arab Emirates,Sharjah,,2020-04-10,-64,-44,-91,-81,-41,21
AE,United Arab Emirates,Sharjah,,2020-04-11,-49,-26,-85,-73,-39,21
AE,United Arab Emirates,Sharjah,,2020-04-12,-43,-20,-83,-70,-50,27
AE,United Arab Emirates,Sharjah,,2020-04-13,-45,-22,-82,-71,-49,27
AE,United Arab Emirates,Sharjah,,2020-04-14,-45,-23,-82,-71,-50,27
AE,United Arab Emirates,Sharjah,,2020-04-15,-46,-26,-82,-72,-50,28
AE,United Arab Emirates,Sharjah,,2020-04-16,-47,-25,-83,-72,-50,30
AE,United Arab Emirates,Sharjah,,2020-04-17,-63,-44,-90,-80,-39,20
AE,United Arab Emirates,Sharjah,,2020-04-18,-50,-31,-84,-74,-39,21
AE,United Arab Emirates,Sharjah,,2020-04-19,-43,-22,-81,-71,-48,27
AE,United Arab Emirates,Sharjah,,2020-04-20,-45,-26,-81,-71,-49,27
AE,United Arab Emirates,Sharjah,,2020-04-21,-46,-23,-81,-71,-49,27
AE,United Arab Emirates,Sharjah,,2020-04-22,-44,-21,-81,-71,-49,27
AE,United Arab Emirates,Sharjah,,2020-04-23,-43,-16,-83,-71,-48,29
AE,United Arab Emirates,Sharjah,,2020-04-24,-63,-38,-91,-79,-41,21
AE,United Arab Emirates,Sharjah,,2020-04-25,-53,-29,-84,-75,-37,23
AE,United Arab Emirates,Sharjah,,2020-04-26,-46,-20,-82,-71,-45,28
AE,United Arab Emirates,Umm Al Quawain,,2020-02-15,3,10,,,2,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-16,0,3,,,4,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-17,0,3,,,3,1
AE,United Arab Emirates,Umm Al Quawain,,2020-02-18,0,1,,,6,1
AE,United Arab Emirates,Umm Al Quawain,,2020-02-19,-1,-1,,,3,1
AE,United Arab Emirates,Umm Al Quawain,,2020-02-20,-5,-2,,,3,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-21,3,3,,,2,
AE,United Arab Emirates,Umm Al Quawain,,2020-02-22,-2,5,,,8,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-23,-4,-1,,,5,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-24,-5,2,,,6,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-25,-4,0,,,6,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-26,-4,0,,,3,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-27,-4,2,,,1,2
AE,United Arab Emirates,Umm Al Quawain,,2020-02-28,1,3,,,2,
AE,United Arab Emirates,Umm Al Quawain,,2020-02-29,4,12,,,4,1
AE,United Arab Emirates,Umm Al Quawain,,2020-03-01,4,10,,,4,2
AE,United Arab Emirates,Umm Al Quawain,,2020-03-02,4,7,,,4,1
AE,United Arab Emirates,Umm Al Quawain,,2020-03-03,3,2,,,5,2
AE,United Arab Emirates,Umm Al Quawain,,2020-03-04,0,8,,,3,2
AE,United Arab Emirates,Umm Al Quawain,,2020-03-05,-2,10,,,4,3
AE,United Arab Emirates,Umm Al Quawain,,2020-03-06,0,12,,,-1,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-07,4,12,,,3,2
AE,United Arab Emirates,Umm Al Quawain,,2020-03-08,2,8,,,-2,2
AE,United Arab Emirates,Umm Al Quawain,,2020-03-09,-1,8,,,-3,4
AE,United Arab Emirates,Umm Al Quawain,,2020-03-10,-1,7,,,0,4
AE,United Arab Emirates,Umm Al Quawain,,2020-03-11,2,10,,,-2,4
AE,United Arab Emirates,Umm Al Quawain,,2020-03-12,-5,7,,,-1,5
AE,United Arab Emirates,Umm Al Quawain,,2020-03-13,-4,8,,,1,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-14,0,9,,,5,4
AE,United Arab Emirates,Umm Al Quawain,,2020-03-15,-1,10,,,0,5
AE,United Arab Emirates,Umm Al Quawain,,2020-03-16,-4,9,,,-2,5
AE,United Arab Emirates,Umm Al Quawain,,2020-03-17,-6,9,,,-1,5
AE,United Arab Emirates,Umm Al Quawain,,2020-03-18,-12,2,,,-7,7
AE,United Arab Emirates,Umm Al Quawain,,2020-03-19,-20,-3,,,-6,9
AE,United Arab Emirates,Umm Al Quawain,,2020-03-20,-23,-9,,,-11,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-21,-18,-4,,,-2,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-22,-21,-13,,,-9,11
AE,United Arab Emirates,Umm Al Quawain,,2020-03-23,-14,10,,,-12,10
AE,United Arab Emirates,Umm Al Quawain,,2020-03-24,-23,-6,,,-16,13
AE,United Arab Emirates,Umm Al Quawain,,2020-03-25,-31,-13,,,-20,15
AE,United Arab Emirates,Umm Al Quawain,,2020-03-26,-41,-11,,,-24,19
AE,United Arab Emirates,Umm Al Quawain,,2020-03-27,-71,-59,,,-38,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-28,-58,-39,,,-46,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-29,-40,-18,,,-27,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-30,-36,-22,,,-28,
AE,United Arab Emirates,Umm Al Quawain,,2020-03-31,-38,-21,,,-26,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-01,-39,-18,,,-29,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-02,-42,-19,,,-29,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-03,-52,-36,,,-27,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-04,-40,-15,,,-20,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-05,-34,-11,,,-33,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-06,-38,-17,,,-33,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-07,-36,-18,,,-32,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-08,-39,-19,,,-34,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-09,-44,-22,,,-34,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-10,-54,-34,,,-29,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-11,-39,-15,,,-23,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-12,-38,-15,,,-34,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-13,-37,-15,,,-34,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-14,-40,-22,,,-31,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-15,-37,-22,,,-33,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-16,-42,-23,,,-35,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-17,-56,-39,,,-22,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-18,-41,-18,,,-22,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-19,-35,-20,,,-32,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-20,-37,-23,,,-32,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-21,-37,-24,,,-30,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-22,-36,-18,,,-32,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-23,-39,-17,,,-32,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-24,-59,-34,,,-29,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-25,-45,-20,,,-24,
AE,United Arab Emirates,Umm Al Quawain,,2020-04-26,-40,-20,,,-32,
AF,Afghanistan,,,2020-02-15,-9,-10,0,-2,-28,5
AF,Afghanistan,,,2020-02-16,3,11,1,10,4,0
AF,Afghanistan,,,2020-02-17,6,11,2,9,5,-1
AF,Afghanistan,,,2020-02-18,3,5,3,9,6,-1
AF,Afghanistan,,,2020-02-19,-1,3,1,0,5,1
AF,Afghanistan,,,2020-02-20,-2,3,-1,4,6,1
AF,Afghanistan,,,2020-02-21,0,9,4,7,6,0
AF,Afghanistan,,,2020-02-22,2,5,6,7,6,0
AF,Afghanistan,,,2020-02-23,2,6,2,7,6,1
AF,Afghanistan,,,2020-02-24,3,13,4,9,7,0
AF,Afghanistan,,,2020-02-25,2,5,1,9,7,0
AF,Afghanistan,,,2020-02-26,-1,5,2,3,5,1
AF,Afghanistan,,,2020-02-27,-1,0,1,3,7,2
AF,Afghanistan,,,2020-02-28,-2,5,1,4,5,2
AF,Afghanistan,,,2020-02-29,-1,1,0,4,6,1
AF,Afghanistan,,,2020-03-01,3,10,2,10,9,0
AF,Afghanistan,,,2020-03-02,5,7,3,8,8,-1
AF,Afghanistan,,,2020-03-03,3,6,2,7,8,0
AF,Afghanistan,,,2020-03-04,-2,4,1,-1,7,1
AF,Afghanistan,,,2020-03-05,3,5,2,4,10,1
AF,Afghanistan,,,2020-03-06,3,9,8,4,8,1
AF,Afghanistan,,,2020-03-07,0,5,4,4,7,1
AF,Afghanistan,,,2020-03-08,5,8,4,7,7,0
AF,Afghanistan,,,2020-03-09,-15,-10,-4,-9,-22,6
AF,Afghanistan,,,2020-03-10,0,0,1,6,6,1
AF,Afghanistan,,,2020-03-11,2,-1,2,0,3,1
AF,Afghanistan,,,2020-03-12,1,-4,1,-2,6,1
AF,Afghanistan,,,2020-03-13,3,9,6,4,5,0
AF,Afghanistan,,,2020-03-14,6,2,5,5,3,0
AF,Afghanistan,,,2020-03-15,1,12,5,6,3,0
AF,Afghanistan,,,2020-03-16,1,14,2,4,1,1
AF,Afghanistan,,,2020-03-17,0,6,3,-3,1,0
AF,Afghanistan,,,2020-03-18,0,7,5,-6,-1,1
AF,Afghanistan,,,2020-03-19,-3,3,5,-6,-2,2
AF,Afghanistan,,,2020-03-20,-15,1,7,-19,-7,1
AF,Afghanistan,,,2020-03-21,-23,-13,1,-24,-36,6
AF,Afghanistan,,,2020-03-22,-12,9,-2,-14,-6,1
AF,Afghanistan,,,2020-03-23,-11,7,0,-17,-3,2
AF,Afghanistan,,,2020-03-24,-15,0,-1,-18,-5,3
AF,Afghanistan,,,2020-03-25,-18,-1,-3,-23,-10,6
AF,Afghanistan,,,2020-03-26,-18,0,-4,-23,-10,7
AF,Afghanistan,,,2020-03-27,-20,5,-2,-16,-2,5
AF,Afghanistan,,,2020-03-28,-36,-20,-7,-32,-27,11
AF,Afghanistan,,,2020-03-29,-38,-21,-13,-34,-33,10
AF,Afghanistan,,,2020-03-30,-41,-25,-15,-39,-37,11
AF,Afghanistan,,,2020-03-31,-43,-29,-14,-42,-38,12
AF,Afghanistan,,,2020-04-01,-44,-24,-9,-38,-37,11
AF,Afghanistan,,,2020-04-02,-44,-25,-10,-35,-35,13
AF,Afghanistan,,,2020-04-03,-38,-13,-8,-32,-12,6
AF,Afghanistan,,,2020-04-04,-43,-20,-11,-38,-34,10
AF,Afghanistan,,,2020-04-05,-45,-22,-13,-36,-38,12
AF,Afghanistan,,,2020-04-06,-45,-20,-11,-40,-40,11
AF,Afghanistan,,,2020-04-07,-41,-24,-11,-46,-39,10
AF,Afghanistan,,,2020-04-08,-47,-30,-12,-52,-42,14
AF,Afghanistan,,,2020-04-09,-49,-35,-13,-51,-40,17
AF,Afghanistan,,,2020-04-10,-41,-22,-10,-48,-16,11
AF,Afghanistan,,,2020-04-11,-46,-32,-12,-50,-38,16
AF,Afghanistan,,,2020-04-12,-48,-29,-18,-49,-41,15
AF,Afghanistan,,,2020-04-13,-46,-27,-13,-51,-41,14
AF,Afghanistan,,,2020-04-14,-48,-32,-14,-52,-42,15
AF,Afghanistan,,,2020-04-15,-42,-31,-10,-51,-42,14
AF,Afghanistan,,,2020-04-16,-46,-34,-13,-51,-39,16
AF,Afghanistan,,,2020-04-17,-41,-21,-12,-51,-13,11
AF,Afghanistan,,,2020-04-18,-43,-25,-15,-50,-36,14
AF,Afghanistan,,,2020-04-19,-43,-26,-16,-49,-40,13
AF,Afghanistan,,,2020-04-20,-42,-17,-13,-50,-38,12
AF,Afghanistan,,,2020-04-21,-41,-21,-13,-48,-40,11
AF,Afghanistan,,,2020-04-22,-42,-18,-14,-49,-38,11
AF,Afghanistan,,,2020-04-23,-43,-23,-16,-45,-37,13
AF,Afghanistan,,,2020-04-24,-45,-19,-25,-50,-9,14
AF,Afghanistan,,,2020-04-25,-48,-27,-23,-49,-33,18
AF,Afghanistan,,,2020-04-26,-47,-27,-23,-48,-37,17
AG,Antigua and Barbuda,,,2020-02-15,-6,-1,-6,-1,0,3
AG,Antigua and Barbuda,,,2020-02-16,-7,-2,0,3,3,
AG,Antigua and Barbuda,,,2020-02-17,0,-3,3,-3,0,3
AG,Antigua and Barbuda,,,2020-02-18,-1,-6,3,5,5,1
AG,Antigua and Barbuda,,,2020-02-19,-2,-1,1,0,2,1
AG,Antigua and Barbuda,,,2020-02-20,1,-2,0,-2,-1,1
AG,Antigua and Barbuda,,,2020-02-21,-2,1,2,-2,-9,3
AG,Antigua and Barbuda,,,2020-02-22,-5,0,7,-4,5,0
AG,Antigua and Barbuda,,,2020-02-23,1,3,14,-7,-1,
AG,Antigua and Barbuda,,,2020-02-24,-6,1,-1,-5,1,1
AG,Antigua and Barbuda,,,2020-02-25,1,0,1,-3,2,1
AG,Antigua and Barbuda,,,2020-02-26,-5,1,-3,-10,2,2
AG,Antigua and Barbuda,,,2020-02-27,2,1,0,2,0,1
AG,Antigua and Barbuda,,,2020-02-28,4,4,5,13,3,0
AG,Antigua and Barbuda,,,2020-02-29,5,7,7,8,6,-1
AG,Antigua and Barbuda,,,2020-03-01,3,9,12,9,2,
AG,Antigua and Barbuda,,,2020-03-02,8,8,8,11,2,0
AG,Antigua and Barbuda,,,2020-03-03,6,5,3,-1,3,1
AG,Antigua and Barbuda,,,2020-03-04,3,4,4,1,2,0
AG,Antigua and Barbuda,,,2020-03-05,5,4,3,0,2,2
AG,Antigua and Barbuda,,,2020-03-06,0,8,-1,5,5,0
AG,Antigua and Barbuda,,,2020-03-07,1,6,5,6,7,0
AG,Antigua and Barbuda,,,2020-03-08,3,2,13,3,1,
AG,Antigua and Barbuda,,,2020-03-09,-4,4,1,-3,2,1
AG,Antigua and Barbuda,,,2020-03-10,5,4,1,0,4,1
AG,Antigua and Barbuda,,,2020-03-11,-2,9,2,-7,5,0
AG,Antigua and Barbuda,,,2020-03-12,7,14,6,-5,2,1
AG,Antigua and Barbuda,,,2020-03-13,0,19,0,4,5,0
AG,Antigua and Barbuda,,,2020-03-14,-11,2,-4,-10,1,4
AG,Antigua and Barbuda,,,2020-03-15,-12,-2,-10,-10,-7,
AG,Antigua and Barbuda,,,2020-03-16,-15,-5,-8,-10,-15,9
AG,Antigua and Barbuda,,,2020-03-17,-19,-7,-16,-18,-15,11
AG,Antigua and Barbuda,,,2020-03-18,-20,-9,-14,-19,-19,10
AG,Antigua and Barbuda,,,2020-03-19,-18,-3,-15,-20,-21,12
AG,Antigua and Barbuda,,,2020-03-20,-19,-2,-18,-18,-20,13
AG,Antigua and Barbuda,,,2020-03-21,-24,0,-17,-26,-13,
AG,Antigua and Barbuda,,,2020-03-22,-38,-18,-29,-39,-22,
AG,Antigua and Barbuda,,,2020-03-23,-24,-14,-22,-27,-26,14
